"dispnum","dispnum4","ccode","stabb","stday","stmon","styear","endday","endmon","endyear","sidea","revstate","revtype1","revtype2","fatality","fatalpre","hiact","hostlev","orig","version"
1331,-9,600,"MOR",28,10,1975,21,11,1975,0,0,0,-9,0,0,7,3,1,"gml-2.1"
1331,-9,615,"ALG",28,10,1975,21,11,1975,1,1,2,-9,0,0,7,3,1,"gml-2.1"
1333,-9,552,"ZIM",6,8,1976,3,3,1978,1,0,0,-9,1,-9,17,4,1,"gml-2.1"
1333,-9,571,"BOT",6,8,1976,3,3,1978,0,1,3,-9,1,-9,17,4,1,"gml-2.1"
1337,-9,483,"CHA",9,9,1976,9,3,1977,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1337,-9,620,"LIB",9,9,1976,9,3,1977,1,1,1,-9,0,0,14,4,1,"gml-2.1"
1339,-9,471,"CAO",16,11,1976,16,11,1976,1,1,1,-9,0,0,16,4,1,"gml-2.1"
1339,-9,481,"GAB",16,11,1976,16,11,1976,0,0,0,-9,1,-9,0,1,1,"gml-2.1"
1340,-9,411,"EQG",23,8,1972,13,11,1972,1,1,1,-9,0,0,16,4,1,"gml-2.1"
1340,-9,481,"GAB",23,8,1972,13,11,1972,0,0,0,-9,0,0,7,3,1,"gml-2.1"
1342,-9,235,"POR",4,5,1973,4,5,1973,1,0,0,-9,0,0,17,4,1,"gml-2.1"
1342,-9,553,"MAW",4,5,1973,4,5,1973,0,0,0,-9,0,0,17,4,1,"gml-2.1"
1343,-9,750,"IND",9,10,1967,9,10,1967,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
1343,-9,770,"PAK",9,10,1967,9,10,1967,1,1,1,-9,0,0,17,4,1,"gml-2.1"
1344,-9,732,"ROK",4,2,1953,16,3,1954,1,1,1,-9,0,0,16,4,1,"gml-2.1"
1344,-9,740,"JPN",4,2,1953,16,3,1954,0,0,0,-9,0,0,7,3,1,"gml-2.1"
1345,-9,732,"ROK",25,7,1954,25,1,1955,1,1,1,-9,0,0,14,4,1,"gml-2.1"
1345,-9,740,"JPN",25,7,1954,25,1,1955,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1346,-9,732,"ROK",3,8,1955,-9,8,1955,1,1,2,-9,0,0,16,4,1,"gml-2.1"
1346,-9,740,"JPN",3,8,1955,-9,8,1955,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1347,-9,732,"ROK",10,1,1958,1,2,1964,1,1,2,-9,0,0,16,4,1,"gml-2.1"
1347,-9,740,"JPN",10,1,1958,1,2,1964,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1350,-9,812,"LAO",-9,12,1958,7,1,1960,1,0,0,-9,-9,-9,16,4,1,"gml-2.1"
1350,-9,816,"DRV",-9,12,1958,7,1,1960,0,1,3,-9,-9,-9,16,4,1,"gml-2.1"
1351,-9,437,"CDI",17,3,1966,25,4,1966,1,0,0,-9,1,-9,17,4,1,"gml-2.1"
1351,-9,438,"GUI",17,3,1966,25,4,1966,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
1352,-9,437,"CDI",19,2,1967,25,9,1967,0,0,0,-9,0,0,15,4,1,"gml-2.1"
1352,-9,438,"GUI",19,2,1967,25,9,1967,1,0,0,-9,0,0,15,4,1,"gml-2.1"
1353,-9,2,"USA",12,5,1962,20,2,1973,0,0,0,-9,-9,-9,7,3,0,"gml-2.1"
1353,-9,200,"UKG",20,5,1962,20,11,1962,0,0,0,-9,0,0,7,3,0,"gml-2.1"
1353,-9,365,"RUS",24,2,1962,24,5,1962,1,0,0,-9,0,0,7,3,0,"gml-2.1"
1353,-9,710,"CHN",3,5,1962,-9,7,1964,1,0,0,-9,0,0,16,4,0,"gml-2.1"
1353,-9,800,"THI",13,2,1962,20,2,1973,0,0,0,-9,-9,-9,17,4,0,"gml-2.1"
1353,-9,812,"LAO",6,1,1962,20,2,1973,0,0,0,-9,6,-9,16,4,1,"gml-2.1"
1353,-9,816,"DRV",6,1,1962,20,2,1973,1,1,3,-9,3,-9,16,4,1,"gml-2.1"
1353,-9,900,"AUL",20,5,1962,20,11,1962,0,0,0,-9,0,0,7,3,0,"gml-2.1"
1353,-9,920,"NEW",20,5,1962,20,11,1962,0,0,0,-9,0,0,7,3,0,"gml-2.1"
1360,-9,811,"CAM",7,3,1969,15,3,1970,0,1,2,-9,2,-9,17,4,1,"gml-2.1"
1360,-9,816,"DRV",7,3,1969,15,3,1970,1,0,0,-9,3,-9,17,4,1,"gml-2.1"
1361,-9,516,"BUI",22,1,1964,26,1,1964,0,1,3,-9,0,0,0,1,1,"gml-2.1"
1361,-9,517,"RWA",22,1,1964,26,1,1964,1,1,3,-9,0,0,16,4,1,"gml-2.1"
1362,-9,510,"TAZ",15,3,1973,21,7,1973,0,0,0,-9,2,-9,0,1,1,"gml-2.1"
1362,-9,516,"BUI",15,3,1973,21,7,1973,1,1,3,-9,1,-9,16,4,1,"gml-2.1"
1363,-9,2,"USA",-9,1,1961,2,4,1961,0,0,0,-9,0,0,8,3,0,"gml-2.1"
1363,-9,365,"RUS",16,12,1960,20,4,1961,1,0,0,-9,0,0,12,3,1,"gml-2.1"
1363,-9,710,"CHN",2,4,1961,20,4,1961,1,0,0,-9,0,0,1,2,0,"gml-2.1"
1363,-9,800,"THI",20,4,1961,3,5,1961,0,0,0,-9,0,0,1,2,0,"gml-2.1"
1363,-9,812,"LAO",16,12,1960,3,5,1961,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
1363,-9,816,"DRV",29,12,1960,3,5,1961,1,1,3,-9,-9,-9,16,4,0,"gml-2.1"
1364,-9,235,"POR",14,4,1972,14,4,1972,1,1,2,-9,1,1,17,4,1,"gml-2.1"
1364,-9,510,"TAZ",14,4,1972,14,4,1972,0,0,0,-9,1,1,17,4,1,"gml-2.1"
1366,-9,500,"UGA",16,5,1965,26,5,1965,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1366,-9,501,"KEN",16,5,1965,26,5,1965,1,1,2,-9,0,0,15,4,1,"gml-2.1"
1367,-9,500,"UGA",13,2,1973,13,2,1973,1,1,1,-9,0,0,16,4,1,"gml-2.1"
1367,-9,501,"KEN",13,2,1973,13,2,1973,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1368,-9,500,"UGA",26,2,1976,22,9,1976,0,1,1,-9,1,3,16,4,1,"gml-2.1"
1368,-9,501,"KEN",26,2,1976,22,9,1976,1,0,0,-9,-9,-9,13,4,1,"gml-2.1"
1369,-9,770,"PAK",21,8,1959,21,8,1959,1,0,0,-9,0,0,16,4,1,"gml-2.1"
1369,-9,775,"MYA",21,8,1959,21,8,1959,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1374,-9,713,"TAW",-9,1,1950,2,3,1953,1,0,0,-9,3,-9,14,4,1,"gml-2.1"
1374,-9,775,"MYA",-9,1,1950,2,3,1953,0,0,0,-9,3,-9,17,4,1,"gml-2.1"
1376,-9,800,"THI",7,7,1975,30,12,1975,1,0,0,-9,1,-9,17,4,1,"gml-2.1"
1376,-9,812,"LAO",7,7,1975,30,12,1975,0,0,0,-9,0,0,17,4,1,"gml-2.1"
1377,-9,500,"UGA",4,7,1976,4,7,1976,0,0,0,-9,1,20,17,4,1,"gml-2.1"
1377,-9,666,"ISR",4,7,1976,4,7,1976,1,1,2,-9,1,-9,17,4,1,"gml-2.1"
1378,-9,501,"KEN",-9,3,1967,28,10,1967,0,0,0,-9,2,-9,17,4,0,"gml-2.1"
1378,-9,520,"SOM",-9,2,1967,28,10,1967,1,1,1,-9,2,-9,17,4,1,"gml-2.1"
1378,-9,530,"ETH",-9,2,1967,28,10,1967,0,0,0,-9,-9,-9,7,3,1,"gml-2.1"
1379,-9,2,"USA",1,6,1962,12,10,1970,1,0,0,-9,2,-9,17,4,0,"gml-2.1"
1379,-9,731,"PRK",1,6,1962,17,9,1971,0,1,3,-9,3,-9,17,4,1,"gml-2.1"
1379,-9,732,"ROK",1,6,1962,17,9,1971,1,1,3,-9,3,-9,16,4,1,"gml-2.1"
1380,-9,500,"UGA",27,1,1971,23,11,1971,1,1,1,-9,2,-9,17,4,1,"gml-2.1"
1380,-9,510,"TAZ",27,1,1971,23,11,1971,0,0,0,-9,2,-9,17,4,1,"gml-2.1"
1381,-9,500,"UGA",17,9,1972,28,5,1973,1,1,1,-9,2,-9,17,4,1,"gml-2.1"
1381,-9,510,"TAZ",17,9,1972,28,5,1973,0,0,0,-9,2,-9,17,4,1,"gml-2.1"
1381,-9,620,"LIB",22,9,1972,28,11,1972,1,0,0,-9,0,0,7,3,0,"gml-2.1"
1382,-9,500,"UGA",13,7,1974,7,9,1975,1,1,1,-9,0,0,8,3,1,"gml-2.1"
1382,-9,510,"TAZ",13,7,1974,7,9,1975,0,0,0,-9,0,0,15,4,1,"gml-2.1"
1382,-9,551,"ZAM",-9,7,1974,7,9,1975,0,0,0,-9,0,0,7,3,0,"gml-2.1"
1382,-9,625,"SUD",25,11,1974,25,11,1974,0,0,0,-9,0,0,0,1,0,"gml-2.1"
1384,-9,420,"GAM",10,7,1974,24,7,1974,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1384,-9,433,"SEN",10,7,1974,24,7,1974,1,1,4,-9,0,0,16,4,1,"gml-2.1"
1385,-9,235,"POR",21,11,1969,30,12,1971,1,1,2,-9,0,0,16,4,1,"gml-2.1"
1385,-9,433,"SEN",21,11,1969,30,12,1971,0,0,0,-9,0,0,12,3,1,"gml-2.1"
1386,-9,235,"POR",20,1,1973,20,1,1973,1,0,0,-9,0,0,12,3,1,"gml-2.1"
1386,-9,438,"GUI",20,1,1973,20,1,1973,0,1,2,-9,0,0,7,3,1,"gml-2.1"
1387,-9,235,"POR",16,12,1961,21,12,1961,1,1,2,-9,0,0,12,3,1,"gml-2.1"
1387,-9,433,"SEN",16,12,1961,21,12,1961,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1389,-9,235,"POR",21,5,1972,21,5,1972,1,1,2,-9,0,0,16,4,1,"gml-2.1"
1389,-9,433,"SEN",21,5,1972,21,5,1972,0,0,0,-9,1,-9,0,1,1,"gml-2.1"
1390,-9,552,"ZIM",9,1,1973,19,5,1973,0,NA,-9,-9,0,0,13,4,0,"gml-2.1"
1390,-9,560,"SAF",-9,1,1973,14,5,1973,0,NA,-9,-9,0,0,16,4,0,"gml-2.1"
1390,-9,235,"POR",16,12,1972,19,5,1973,1,1,2,-9,0,0,15,4,1,"gml-2.1"
1390,-9,551,"ZAM",16,12,1972,19,5,1973,0,0,0,-9,0,0,16,4,1,"gml-2.1"
1391,-9,235,"POR",8,3,1971,12,4,1971,1,1,2,-9,0,0,15,4,1,"gml-2.1"
1391,-9,551,"ZAM",8,3,1971,12,4,1971,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1392,-9,235,"POR",18,5,1966,7,8,1969,1,1,2,-9,1,1,17,4,1,"gml-2.1"
1392,-9,551,"ZAM",18,5,1966,7,8,1969,0,0,0,-9,0,0,17,4,1,"gml-2.1"
1396,-9,551,"ZAM",20,11,1974,20,11,1974,0,1,3,-9,0,0,17,4,1,"gml-2.1"
1396,-9,552,"ZIM",20,11,1974,20,11,1974,1,0,0,-9,0,0,17,4,1,"gml-2.1"
1399,-9,551,"ZAM",25,3,1969,25,3,1969,1,1,3,-9,0,0,11,3,1,"gml-2.1"
1399,-9,552,"ZIM",25,3,1969,25,3,1969,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1400,-9,551,"ZAM",6,4,1968,27,7,1968,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1400,-9,560,"SAF",6,4,1968,27,7,1968,1,1,2,-9,0,0,1,2,1,"gml-2.1"
1401,-9,551,"ZAM",4,11,1966,4,11,1966,0,1,3,-9,0,0,0,1,1,"gml-2.1"
1401,-9,552,"ZIM",4,11,1966,4,11,1966,1,0,0,-9,0,0,16,4,1,"gml-2.1"
1403,-9,500,"UGA",14,5,1968,18,5,1968,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1403,-9,625,"SUD",14,5,1968,18,5,1968,1,1,2,-9,0,0,16,4,1,"gml-2.1"
1404,-9,500,"UGA",13,12,1971,15,12,1971,1,0,0,-9,0,0,8,3,1,"gml-2.1"
1404,-9,625,"SUD",13,12,1971,15,12,1971,0,1,2,-9,0,0,14,4,1,"gml-2.1"
1406,-9,230,"SPN",1,3,1969,4,4,1969,1,0,0,-9,0,0,14,4,1,"gml-2.1"
1406,-9,411,"EQG",1,3,1969,4,4,1969,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1407,-9,434,"BEN",27,12,1963,-9,3,1964,1,1,1,-9,0,0,13,4,1,"gml-2.1"
1407,-9,436,"NIR",27,12,1963,-9,3,1964,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1408,-9,438,"GUI",-9,10,1966,5,11,1966,0,0,0,-9,0,0,15,4,1,"gml-2.1"
1408,-9,452,"GHA",-9,10,1966,5,11,1966,1,1,2,-9,0,0,15,4,1,"gml-2.1"
1410,-9,432,"MLI",23,7,1962,23,7,1962,0,1,1,-9,0,0,17,4,1,"gml-2.1"
1410,-9,435,"MAA",23,7,1962,23,7,1962,1,1,1,-9,0,0,17,4,1,"gml-2.1"
1411,-9,432,"MLI",25,11,1974,18,6,1975,1,1,1,-9,1,-9,17,4,1,"gml-2.1"
1411,-9,439,"BFO",25,11,1974,18,6,1975,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
1418,-9,452,"GHA",-9,1,1963,-9,1,1963,1,1,2,-9,0,0,7,3,1,"gml-2.1"
1418,-9,461,"TOG",-9,1,1963,-9,1,1963,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1419,-9,452,"GHA",16,1,1965,29,5,1965,1,1,1,-9,0,0,16,4,1,"gml-2.1"
1419,-9,461,"TOG",16,1,1965,29,5,1965,0,0,0,-9,1,-9,15,4,1,"gml-2.1"
1422,-9,530,"ETH",4,6,1967,4,7,1967,1,1,1,-9,0,0,17,4,1,"gml-2.1"
1422,-9,625,"SUD",4,6,1967,4,7,1967,0,0,0,-9,0,0,17,4,1,"gml-2.1"
1423,-9,520,"SOM",10,8,1960,29,8,1961,0,1,1,-9,0,0,7,3,1,"gml-2.1"
1423,-9,530,"ETH",10,8,1960,29,8,1961,1,0,0,-9,0,0,16,4,1,"gml-2.1"
1425,-9,520,"SOM",16,11,1963,19,4,1964,1,1,1,-9,3,-9,17,4,1,"gml-2.1"
1425,-9,530,"ETH",16,11,1963,19,4,1964,0,0,0,-9,2,-9,17,4,1,"gml-2.1"
1426,-9,200,"UKG",26,12,1963,2,3,1964,1,NA,-9,-9,-9,-9,7,3,1,"gml-2.1"
1426,-9,501,"KEN",26,12,1963,30,3,1964,1,0,0,-9,-9,-9,8,3,1,"gml-2.1"
1426,-9,520,"SOM",26,12,1963,30,3,1964,0,1,1,-9,-9,-9,0,1,1,"gml-2.1"
1427,-9,520,"SOM",26,5,1974,28,5,1974,1,1,1,-9,1,-9,11,3,1,"gml-2.1"
1427,-9,530,"ETH",26,5,1974,28,5,1974,0,0,0,-9,1,-9,15,4,1,"gml-2.1"
1428,-9,520,"SOM",-9,12,1975,20,12,1975,1,1,1,-9,1,-9,17,4,1,"gml-2.1"
1428,-9,530,"ETH",-9,12,1975,20,12,1975,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
1430,-9,541,"MZM",9,10,1975,27,11,1977,1,1,3,-9,-9,-9,17,4,1,"gml-2.1"
1430,-9,551,"ZAM",10,6,1976,31,8,1977,1,0,0,-9,0,0,18,4,0,"gml-2.1"
1430,-9,552,"ZIM",9,10,1975,27,11,1977,0,0,0,-9,-9,-9,17,4,1,"gml-2.1"
1435,-9,811,"CAM",-9,5,1975,7,1,1979,0,0,0,-9,6,-9,20,5,1,"gml-2.1"
1435,-9,816,"DRV",-9,5,1975,7,1,1979,1,1,3,-9,6,-9,20,5,1,"gml-2.1"
1441,-9,541,"MZM",13,11,1975,13,11,1975,0,NA,-9,-9,0,0,7,3,0,"gml-2.1"
1441,-9,40,"CUB",-9,10,1975,30,8,1988,0,0,0,-9,6,-9,17,4,0,"gml-2.1"
1441,-9,490,"DRC",8,3,1977,20,1,1978,1,1,3,-9,2,-9,17,4,0,"gml-2.1"
1441,-9,540,"ANG",22,8,1975,30,8,1988,0,0,0,-9,6,-9,17,4,1,"gml-2.1"
1441,-9,551,"ZAM",28,1,1976,-9,9,1976,1,1,3,-9,0,0,7,3,0,"gml-2.1"
1441,-9,560,"SAF",22,8,1975,30,8,1988,1,1,3,-9,2,-9,17,4,1,"gml-2.1"
1447,-9,750,"IND",7,4,1971,3,7,1972,0,1,3,-9,6,-9,20,5,1,"gml-2.1"
1447,-9,770,"PAK",7,4,1971,3,7,1972,1,0,0,-9,6,-9,20,5,1,"gml-2.1"
1448,-9,290,"POL",-9,5,1954,-9,10,1954,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1448,-9,713,"TAW",-9,5,1954,-9,10,1954,1,0,0,-9,0,0,15,4,1,"gml-2.1"
1450,-9,235,"POR",7,9,1975,27,7,1976,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1450,-9,850,"INS",7,9,1975,27,7,1976,1,1,1,-9,0,0,16,4,1,"gml-2.1"
1452,-9,220,"FRN",-9,6,1956,27,8,1956,0,NA,-9,-9,0,0,7,3,0,"gml-2.1"
1452,-9,710,"CHN",-9,6,1956,27,8,1956,1,1,1,-9,0,0,15,4,0,"gml-2.1"
1452,-9,713,"TAW",-9,6,1956,29,9,1956,1,1,1,-9,0,0,7,3,1,"gml-2.1"
1452,-9,817,"RVN",-9,6,1956,27,8,1956,0,1,1,-9,0,0,7,3,1,"gml-2.1"
1452,-9,840,"PHI",-9,6,1956,29,9,1956,0,0,0,-9,0,0,0,1,0,"gml-2.1"
1462,-9,750,"IND",26,10,1968,18,12,1968,1,1,1,-9,0,0,15,4,1,"gml-2.1"
1462,-9,790,"NEP",26,10,1968,18,12,1968,0,1,1,-9,0,0,0,1,1,"gml-2.1"
1463,-9,750,"IND",22,3,1965,24,3,1965,1,0,0,-9,0,0,12,3,1,"gml-2.1"
1463,-9,790,"NEP",22,3,1965,24,3,1965,0,0,0,-9,0,0,15,4,1,"gml-2.1"
1466,-9,710,"CHN",5,10,1962,5,10,1962,0,1,2,-9,0,0,1,2,0,"gml-2.1"
1466,-9,750,"IND",28,3,1962,5,10,1962,1,1,2,-9,0,0,11,3,1,"gml-2.1"
1466,-9,790,"NEP",28,3,1962,5,10,1962,0,0,0,-9,0,0,16,4,1,"gml-2.1"
1469,-9,750,"IND",19,4,1976,20,4,1976,0,1,1,-9,1,-9,17,4,1,"gml-2.1"
1469,-9,771,"BNG",19,4,1976,20,4,1976,1,1,1,-9,1,-9,17,4,1,"gml-2.1"
1472,-9,2,"USA",18,5,1975,1,9,1975,1,0,0,-9,0,0,17,4,0,"gml-2.1"
1472,-9,731,"PRK",15,2,1975,1,9,1975,0,1,3,-9,1,-9,17,4,1,"gml-2.1"
1472,-9,732,"ROK",15,2,1975,1,9,1975,1,1,3,-9,1,-9,16,4,1,"gml-2.1"
1477,-9,255,"GMY",2,3,1918,25,4,1918,0,0,0,-9,0,0,7,3,1,"gml-2.1"
1477,-9,380,"SWD",2,3,1918,25,4,1918,1,1,2,-9,0,0,7,3,1,"gml-2.1"
1480,-9,365,"RUS",18,4,1970,30,7,1970,0,0,0,-9,2,-9,17,4,0,"gml-2.1"
1480,-9,651,"EGY",29,6,1967,7,8,1970,0,1,1,-9,6,-9,20,5,1,"gml-2.1"
1480,-9,666,"ISR",29,6,1967,7,8,1970,1,0,0,-9,6,-9,20,5,1,"gml-2.1"
1481,-9,260,"GFR",24,11,1974,24,11,1974,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1481,-9,395,"ICE",24,11,1974,24,11,1974,1,1,2,-9,0,0,15,4,1,"gml-2.1"
1482,-9,130,"ECU",27,2,1866,27,2,1866,0,0,0,-9,0,0,18,4,0,"gml-2.1"
1482,-9,135,"PER",-9,11,1865,9,5,1866,0,0,0,-9,5,-9,20,5,0,"gml-2.1"
1482,-9,145,"BOL",11,4,1866,11,4,1866,0,0,0,-9,0,0,18,4,0,"gml-2.1"
1482,-9,155,"CHL",5,2,1865,9,5,1866,0,0,0,-9,2,-9,20,5,1,"gml-2.1"
1482,-9,230,"SPN",5,2,1865,9,5,1866,1,1,4,-9,4,-9,20,5,1,"gml-2.1"
1486,-9,710,"CHN",4,12,1884,18,4,1885,0,0,0,-9,1,-9,17,4,1,"gml-2.1"
1486,-9,740,"JPN",4,12,1884,18,4,1885,1,1,2,-9,1,-9,17,4,1,"gml-2.1"
1488,-9,2,"USA",-9,10,1885,-9,11,1885,1,0,0,-9,0,0,7,3,1,"gml-2.1"
1488,-9,200,"UKG",-9,10,1885,-9,11,1885,1,0,0,-9,0,0,7,3,1,"gml-2.1"
1488,-9,710,"CHN",-9,10,1885,-9,11,1885,1,0,0,-9,0,0,7,3,1,"gml-2.1"
1488,-9,740,"JPN",-9,10,1885,-9,11,1885,0,1,2,-9,0,0,0,1,1,"gml-2.1"
1489,-9,710,"CHN",30,3,1874,31,10,1874,0,0,0,-9,0,0,7,3,1,"gml-2.1"
1489,-9,740,"JPN",30,3,1874,31,10,1874,1,1,2,-9,0,0,16,4,1,"gml-2.1"
1490,-9,710,"CHN",5,6,1894,17,4,1895,0,0,0,-9,6,-9,20,5,1,"gml-2.1"
1490,-9,730,"KOR",5,6,1894,23,7,1894,0,0,0,-9,2,-9,17,4,1,"gml-2.1"
1490,-9,740,"JPN",5,6,1894,17,4,1895,1,1,3,-9,6,-9,20,5,1,"gml-2.1"
1493,-9,101,"VEN",-9,6,1849,-9,6,1849,1,0,0,-9,0,0,15,4,1,"gml-2.1"
1493,-9,210,"NTH",-9,6,1849,-9,6,1849,0,0,0,-9,0,0,7,3,1,"gml-2.1"
1494,-9,101,"VEN",12,12,1854,12,6,1855,1,1,1,-9,0,0,14,4,1,"gml-2.1"
1494,-9,210,"NTH",12,12,1854,12,6,1855,0,1,1,-9,0,0,0,1,1,"gml-2.1"
1495,-9,101,"VEN",20,3,1856,20,3,1856,0,1,1,-9,0,0,0,1,1,"gml-2.1"
1495,-9,210,"NTH",20,3,1856,20,3,1856,1,1,1,-9,0,0,7,3,1,"gml-2.1"
1497,-9,101,"VEN",-9,6,1870,8,8,1870,1,0,0,-9,0,0,15,4,1,"gml-2.1"
1497,-9,210,"NTH",-9,6,1870,8,8,1870,0,0,0,-9,0,0,7,3,1,"gml-2.1"
1498,-9,135,"PER",7,11,1846,7,12,1846,1,0,0,-9,0,0,8,3,1,"gml-2.1"
1498,-9,155,"CHL",7,12,1846,7,12,1846,1,0,0,-9,0,0,8,3,0,"gml-2.1"
1498,-9,230,"SPN",7,11,1846,7,12,1846,0,1,3,-9,0,0,0,1,1,"gml-2.1"
1500,-9,145,"BOL",20,8,1857,20,2,1858,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1500,-9,155,"CHL",20,8,1857,20,2,1858,1,1,1,-9,0,0,14,4,1,"gml-2.1"
1502,-9,145,"BOL",25,1,1863,-9,12,1863,0,0,0,-9,0,0,4,2,1,"gml-2.1"
1502,-9,155,"CHL",25,1,1863,-9,12,1863,1,1,1,-9,0,0,7,3,1,"gml-2.1"
1503,-9,135,"PER",-9,8,1872,-9,8,1872,1,0,0,-9,0,0,7,3,1,"gml-2.1"
1503,-9,155,"CHL",-9,8,1872,-9,8,1872,0,1,3,-9,0,0,0,1,1,"gml-2.1"
1506,-9,100,"COL",13,4,1852,16,3,1853,1,1,4,-9,0,0,1,2,1,"gml-2.1"
1506,-9,135,"PER",13,4,1852,16,3,1853,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1506,-9,155,"CHL",14,9,1852,16,3,1853,0,0,0,-9,0,0,7,3,0,"gml-2.1"
1507,-9,155,"CHL",21,9,1843,21,3,1844,1,1,1,-9,0,0,14,4,1,"gml-2.1"
1507,-9,160,"ARG",21,9,1843,21,3,1844,0,1,1,-9,0,0,0,1,1,"gml-2.1"
1508,-9,155,"CHL",-9,4,1873,25,11,1873,1,1,1,-9,-9,-9,7,3,1,"gml-2.1"
1508,-9,160,"ARG",-9,4,1873,25,11,1873,0,1,1,-9,-9,-9,7,3,1,"gml-2.1"
1510,-9,155,"CHL",15,10,1878,6,12,1878,1,1,1,-9,0,0,15,4,1,"gml-2.1"
1510,-9,160,"ARG",15,10,1878,6,12,1878,0,1,1,-9,0,0,10,3,1,"gml-2.1"
1511,-9,155,"CHL",-9,5,1879,-9,11,1879,0,1,1,-9,0,0,0,1,1,"gml-2.1"
1511,-9,160,"ARG",-9,5,1879,-9,11,1879,1,1,1,-9,0,0,14,4,1,"gml-2.1"
1512,-9,2,"USA",-9,12,1891,-9,12,1891,1,0,0,-9,0,0,1,2,1,"gml-2.1"
1512,-9,155,"CHL",-9,12,1891,-9,12,1891,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1513,-9,155,"CHL",-9,10,1897,2,11,1898,1,1,1,-9,0,0,11,3,1,"gml-2.1"
1513,-9,160,"ARG",-9,10,1897,2,11,1898,0,1,1,-9,0,0,7,3,1,"gml-2.1"
1515,-9,135,"PER",-9,3,1884,-9,3,1884,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1515,-9,155,"CHL",-9,3,1884,-9,3,1884,1,1,2,-9,0,0,3,2,1,"gml-2.1"
1517,-9,155,"CHL",22,1,1883,15,3,1883,0,1,1,-9,0,0,0,1,1,"gml-2.1"
1517,-9,200,"UKG",22,1,1883,22,1,1883,1,1,1,-9,0,0,1,2,1,"gml-2.1"
1517,-9,220,"FRN",22,1,1883,22,1,1883,1,1,1,-9,0,0,1,2,1,"gml-2.1"
1517,-9,325,"ITA",22,1,1883,22,1,1883,1,1,1,-9,0,0,1,2,1,"gml-2.1"
1518,-9,135,"PER",15,2,1879,20,10,1883,0,1,1,-9,6,-9,20,5,0,"gml-2.1"
1518,-9,145,"BOL",8,11,1878,22,6,1880,0,1,1,-9,6,-9,20,5,1,"gml-2.1"
1518,-9,155,"CHL",8,11,1878,20,10,1883,1,1,1,-9,6,-9,20,5,1,"gml-2.1"
1519,-9,100,"COL",-9,8,1863,30,12,1863,1,1,3,-9,4,-9,20,5,1,"gml-2.1"
1519,-9,130,"ECU",-9,8,1863,30,12,1863,0,0,0,-9,5,-9,20,5,1,"gml-2.1"
1520,-9,100,"COL",19,6,1862,31,7,1862,1,1,3,-9,2,-9,17,4,1,"gml-2.1"
1520,-9,130,"ECU",19,6,1862,31,7,1862,0,1,3,-9,2,-9,17,4,1,"gml-2.1"
1521,-9,100,"COL",-9,11,1857,-9,11,1857,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1521,-9,130,"ECU",-9,11,1857,-9,11,1857,1,1,1,-9,0,0,16,4,1,"gml-2.1"
1522,-9,2,"USA",25,6,1856,11,10,1856,1,0,0,-9,0,0,1,2,1,"gml-2.1"
1522,-9,100,"COL",25,6,1856,11,10,1856,0,1,2,-9,0,0,0,1,1,"gml-2.1"
1524,-9,2,"USA",4,8,1834,4,8,1834,0,0,0,-9,0,0,0,1,1,"gml-2.1"
1524,-9,100,"COL",4,8,1834,4,8,1834,1,0,0,-9,0,0,15,4,1,"gml-2.1"
1526,-9,140,"BRA",24,3,1874,24,3,1874,1,0,0,-9,0,0,7,3,1,"gml-2.1"
1526,-9,160,"ARG",24,3,1874,24,3,1874,0,1,4,-9,0,0,0,1,1,"gml-2.1"
1527,-9,140,"BRA",22,3,1872,19,11,1872,1,1,1,-9,0,0,1,2,1,"gml-2.1"
1527,-9,160,"ARG",22,3,1872,19,11,1872,0,1,1,-9,0,0,10,3,1,"gml-2.1"
1528,-9,140,"BRA",-9,4,1851,3,2,1852,1,0,0,-9,4,-9,20,5,1,"gml-2.1"
